Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2019.0,49661,1,PETROL,DL-5C,Manual,HatchBack,506000,Maruti,Swift
2015.0,82677,1,DIESEL,KA-51,Automatic,Sedan,624000,Skoda,Rapid
2017.0,55262,1,PETROL,GJ-01,Manual,HatchBack,522000,Maruti,Swift
2021.0,43788,1,PETROL,UP-78,Manual,HatchBack,651000,Maruti,Swift
2018.0,19366,2,PETROL,KL-07,Manual,HatchBack,503000,Hyundai,Grand i10
2014.0,98136,1,DIESEL,BR-01,Manual,Lux_sedan,443000,Toyota,Corolla Altis
2018.0,46175,2,PETROL,BR-01,Manual,HatchBack,502000,Maruti,Swift
2016.0,98661,1,DIESEL,MH-46,Manual,SUV,733000,Maruti,Vitara Brezza
2017.0,16133,1,PETROL,MH-04,Automatic,HatchBack,579000,Maruti,IGNIS
2018.0,67778,1,PETROL,UP-53,Automatic,Sedan,686000,Maruti,Dzire
2014.0,99204,1,CNG,MH-43,Manual,HatchBack,332000,Maruti,Wagon R
2010.0,22657,1,PETROL,DL-9C,Manual,HatchBack,168000,Maruti,Wagon R
2018.0,40396,1,PETROL,HR-26,Manual,HatchBack,544000,Maruti,Baleno
2014.0,54179,1,PETROL,GJ-01,Manual,HatchBack,335000,Maruti,Wagon R
2016.0,75196,1,PETROL,RJ-40,Automatic,HatchBack,325000,Maruti,Alto K10
2012.0,81625,3,PETROL,GJ-05,Manual,HatchBack,334000,Maruti,Swift
2016.0,82180,2,PETROL,RJ-14,Manual,HatchBack,483000,Honda,Jazz
2020.0,31459,1,PETROL,DL-2C,Manual,HatchBack,548000,Maruti,IGNIS
2014.0,51356,3,PETROL,TN-11,Manual,HatchBack,229000,Maruti,Alto 800
2012.0,41110,1,PETROL,DL-9C,Manual,HatchBack,298000,Maruti,Swift
2013.0,61235,3,PETROL,MH-04,Manual,HatchBack,271000,Maruti,Wagon R
2022.0,17215,1,PETROL,GJ-10,Manual,HatchBack,777000,Maruti,Baleno
2016.0,54042,1,PETROL,TS-07,Manual,Sedan,737000,Hyundai,Verna
2014.0,34904,1,PETROL,TN-64,Manual,Sedan,869000,Honda,City
2016.0,59492,1,PETROL,TN-13,Manual,HatchBack,352000,Renault,Kwid
2017.0,26928,2,PETROL,MH-48,Manual,HatchBack,443000,Hyundai,Grand i10
2016.0,78948,1,DIESEL,WB-02,Automatic,Lux_sedan,856000,Hyundai,Other
2016.0,97942,2,PETROL,TN-07,Manual,Sedan,369000,Hyundai,Verna
2018.0,56130,2,PETROL,TN-06,Manual,HatchBack,555000,Maruti,Swift
2017.0,46609,2,PETROL,UP-32,Manual,SUV,622000,Ford,Ecosport
2016.0,92733,2,DIESEL,UP-15,Manual,HatchBack,391000,Maruti,Swift
2012.0,52013,1,PETROL,KL-46,Manual,HatchBack,197000,Hyundai,Eon
2013.0,65366,1,PETROL,MH-02,Manual,HatchBack,306000,Maruti,Wagon R
2015.0,33491,1,PETROL,TS-12,Manual,HatchBack,589000,Hyundai,Elite i20
2020.0,41121,1,PETROL,UP-32,Manual,HatchBack,520000,Maruti,New Wagon-R
2013.0,76257,3,PETROL,AP-28,Manual,HatchBack,227000,Maruti,Alto 800
2015.0,32895,1,PETROL,CH-01,Manual,HatchBack,406000,Hyundai,Grand i10
2021.0,3731,1,PETROL,UP-32,Automatic,HatchBack,654000,Maruti,Celerio
2018.0,83340,1,CNG,KA-04,Manual,HatchBack,460650,Tata,Tiago
2016.0,22170,1,PETROL,BR-01,Automatic,Sedan,816000,Volkswagen,Vento
2020.0,59204,1,PETROL,MH-14,Manual,HatchBack,415000,Maruti,S PRESSO
2018.0,29723,2,PETROL,HR-26,Automatic,HatchBack,524000,Maruti,Swift
2018.0,89972,1,PETROL,UP-53,Manual,HatchBack,565000,Hyundai,i20 Active
2013.0,39682,2,PETROL,KA-04,Manual,Sedan,622000,Maruti,Swift Dzire
2014.0,56578,1,PETROL,KA-05,Manual,HatchBack,458000,Hyundai,Grand i10
2014.0,62977,1,PETROL,TN-07,Manual,HatchBack,516000,Volkswagen,Polo
2018.0,60593,1,PETROL,GJ-16,Manual,HatchBack,271000,Maruti,Alto 800
2013.0,50843,1,PETROL,KL-01,Manual,HatchBack,251000,Maruti,Alto 800
2017.0,46036,2,PETROL,GJ-05,Automatic,HatchBack,348000,Renault,Kwid
2019.0,13936,2,PETROL,GJ-07,Manual,HatchBack,595000,Hyundai,Grand i10
2020.0,10875,1,PETROL,KL-39,Manual,SUV,691000,Mahindra,Other
2017.0,29498,1,PETROL,WB-02,Manual,HatchBack,426000,Hyundai,Elite i20
2010.0,78608,1,PETROL,KL-02,Manual,HatchBack,279000,Maruti,Ritz
2014.0,40679,1,PETROL,MH-03,Manual,HatchBack,322000,Maruti,Wagon R
2019.0,33244,1,PETROL,MP-04,Manual,HatchBack,430000,Hyundai,NEW SANTRO
2021.0,33495,1,PETROL,TN-23,Manual,SUV,813000,Nissan,MAGNITE
2017.0,123152,1,DIESEL,TN-11,Manual,SUV,459000,Mahindra,Other
2015.0,40632,1,PETROL,DL-12,Manual,SUV,540000,Ford,Ecosport
2015.0,71383,1,PETROL,KA-51,Manual,HatchBack,573000,Maruti,Swift
2016.0,52276,1,PETROL,TN-01,Manual,HatchBack,578000,Hyundai,Elite i20
2016.0,17967,1,PETROL,TN-59,Manual,HatchBack,683000,Hyundai,i20 Active
2017.0,39217,2,PETROL,TN-10,Manual,HatchBack,627000,Maruti,Baleno
2017.0,73697,1,PETROL,DL-9C,Manual,Sedan,599000,Honda,City
2017.0,60408,2,DIESEL,KA-03,Manual,Lux_SUV,1037000,Mahindra,XUV500
2019.0,76615,1,PETROL,MH-41,Manual,HatchBack,299000,Maruti,Alto 800
2018.0,45675,2,PETROL,KA-01,Manual,HatchBack,699000,Hyundai,i20 Active
2013.0,78213,2,PETROL,KA-53,Automatic,HatchBack,340000,Hyundai,i10
2011.0,71026,1,PETROL,KA-09,Manual,HatchBack,241000,Hyundai,Eon
2015.0,71593,1,PETROL,WB-02,Manual,HatchBack,304000,Maruti,Wagon R
2019.0,67830,2,PETROL,GJ-04,Manual,Sedan,612000,Honda,Amaze
2019.0,23888,1,PETROL,PB-07,Manual,HatchBack,362000,Maruti,Alto
2015.0,16285,1,PETROL,MP-04,Manual,HatchBack,306000,Maruti,Alto 800
2018.0,65118,2,PETROL,UP-16,Automatic,HatchBack,570000,Hyundai,Elite i20
2018.0,59723,1,DIESEL,KA-41,Manual,SUV,1111000,Mahindra,Other
2018.0,60813,1,PETROL,KL-42,Manual,HatchBack,372000,Renault,Kwid
2020.0,41366,2,PETROL,BR-01,Manual,HatchBack,362000,Renault,Kwid
2018.0,7659,2,PETROL,DL-8C,Automatic,HatchBack,273000,Datsun,Redi Go
2018.0,20255,1,DIESEL,MH-43,Manual,HatchBack,653000,Maruti,Baleno
2019.0,58004,1,PETROL,DL-8C,Automatic,SUV,809000,Tata,NEXON
2020.0,34044,1,PETROL,PB-06,Manual,HatchBack,555000,Hyundai,GRAND I10
2017.0,77357,2,DIESEL,KA-05,Manual,Sedan,567000,Volkswagen,Ameo
2017.0,97908,1,PETROL,GJ-18,Automatic,Lux_sedan,1009000,Toyota,Corolla Altis
2014.0,67573,2,PETROL,DL-4C,Manual,HatchBack,363000,Maruti,Swift
2015.0,55610,2,PETROL,TN-18,Automatic,SUV,555500,Ford,Ecosport
2021.0,18772,1,PETROL,DL-8C,Manual,SUV,598000,Renault,TRIBER
2011.0,65090,1,PETROL,DL-9C,Manual,HatchBack,214000,Maruti,Swift
2014.0,62423,1,CNG,MH-02,Manual,HatchBack,365000,Maruti,Wagon R
2018.0,23589,1,PETROL,HR-51,Manual,Sedan,981000,Honda,Amaze
2021.0,45138,1,CNG,DL-9C,Manual,HatchBack,400000,Maruti,Alto
2018.0,47983,1,PETROL,MH-03,Automatic,HatchBack,456000,Tata,Tiago
2021.0,43570,1,CNG,MH-43,Manual,HatchBack,684000,Hyundai,GRAND I10
2012.0,76689,2,PETROL,GJ-05,Manual,HatchBack,285000,Honda,Brio
2019.0,86165,1,PETROL,GJ-27,Manual,HatchBack,528350,Maruti,Baleno
2015.0,52209,1,PETROL,KA-51,Manual,HatchBack,487000,Maruti,Celerio
2017.0,36298,1,PETROL,TS-10,Manual,HatchBack,507000,Maruti,IGNIS
2019.0,48266,1,PETROL,TN-06,Automatic,SUV,715000,Tata,NEXON
2019.0,28958,1,PETROL,UP-16,Automatic,HatchBack,612000,Maruti,IGNIS
2016.0,90397,1,PETROL,UP-16,Manual,HatchBack,293000,Maruti,Alto K10
2016.0,88272,1,DIESEL,KA-03,Automatic,Lux_SUV,1120000,Mahindra,XUV500
2017.0,42668,1,PETROL,DL-6C,Manual,HatchBack,336000,Maruti,Alto K10
2016.0,57973,1,PETROL,MH-12,Manual,HatchBack,450000,Hyundai,Grand i10
2018.0,64200,2,DIESEL,TN-14,Manual,SUV,829000,Ford,Ecosport
2015.0,47617,2,PETROL,KA-01,Automatic,HatchBack,611000,Honda,Jazz
2018.0,62535,1,PETROL,TS-09,Automatic,Sedan,674000,Maruti,Dzire
2019.0,25343,1,PETROL,KL-34,Automatic,HatchBack,513000,Nissan,Other
2016.0,68362,1,PETROL,KL-08,Manual,HatchBack,260000,Renault,Kwid
2017.0,38904,1,PETROL,TN-05,Manual,HatchBack,516000,Hyundai,Grand i10
2017.0,17472,1,PETROL,MH-04,Automatic,HatchBack,456000,Maruti,Celerio
2011.0,68940,1,PETROL,MH-43,Manual,Sedan,385000,Toyota,Etios
2018.0,29096,1,PETROL,WB-20,Automatic,HatchBack,343000,Maruti,Alto K10
2017.0,57996,1,PETROL,DL-6C,Manual,HatchBack,524000,Maruti,Baleno
2014.0,66639,1,PETROL,UP-70,Manual,HatchBack,359000,Maruti,Swift
2014.0,70334,1,PETROL,KL-01,Manual,Sedan,536000,Honda,City
2019.0,23897,2,PETROL,PB-10,Automatic,HatchBack,780000,Hyundai,Elite i20
2019.0,92294,1,PETROL,MH-15,Automatic,Sedan,708000,Honda,Amaze
2018.0,24983,1,PETROL,TS-08,Manual,HatchBack,361000,Maruti,Alto K10
2010.0,61282,2,PETROL,HR-26,Manual,HatchBack,234000,Volkswagen,Polo
2019.0,59924,1,PETROL,RJ-02,Manual,HatchBack,604000,Hyundai,Elite i20
2016.0,24378,1,PETROL,MH-12,Manual,HatchBack,352000,Maruti,Alto 800
2013.0,74081,1,PETROL,HR-26,Manual,HatchBack,379000,Hyundai,i20
2020.0,54942,2,DIESEL,MH-48,Manual,Sedan,462000,Hyundai,AURA
2016.0,70922,1,DIESEL,MH-05,Manual,Sedan,721000,Hyundai,Verna
2015.0,45701,2,PETROL,KA-50,Automatic,HatchBack,487000,Maruti,Celerio
2018.0,25611,1,PETROL,KA-04,Manual,SUV,480000,Mahindra,Other
2018.0,46009,1,PETROL,KA-05,Automatic,HatchBack,656000,Maruti,Swift
2016.0,42768,2,PETROL,GJ-15,Manual,HatchBack,397000,Maruti,Wagon R
2010.0,14367,1,PETROL,DL-7C,Manual,HatchBack,148000,Hyundai,i10
2019.0,20851,2,PETROL,TN-31,Manual,HatchBack,473000,Hyundai,NEW SANTRO
2010.0,86201,3,PETROL,MH-04,Manual,HatchBack,222000,Maruti,Swift
2019.0,51146,1,DIESEL,MH-02,Automatic,SUV,922000,Renault,Duster
2020.0,10035,1,PETROL,MH-12,Automatic,Sedan,914000,Maruti,Ciaz
2011.0,69551,1,PETROL,KA-01,Manual,HatchBack,248000,Maruti,Alto K10
2018.0,15793,1,PETROL,PB-91,Manual,HatchBack,343000,Maruti,Alto 800
2012.0,55429,2,PETROL,KA-51,Manual,HatchBack,246000,Maruti,Alto 800
2019.0,29306,1,PETROL,TN-22,Manual,HatchBack,489000,Renault,Kwid
2019.0,14005,2,PETROL,GJ-06,Manual,HatchBack,473000,Maruti,Celerio
2016.0,29873,1,PETROL,UP-16,Automatic,Sedan,752000,Maruti,Ciaz
2018.0,105630,1,DIESEL,MH-12,Manual,Sedan,792000,Tata,TIGOR
2016.0,33233,2,PETROL,KA-05,Automatic,HatchBack,476000,Maruti,Celerio
2022.0,3949,1,PETROL,MH-15,Manual,HatchBack,572000,Maruti,Celerio
2018.0,33282,2,PETROL,KA-53,Manual,HatchBack,749000,Hyundai,Elite i20
2016.0,80334,1,PETROL,GJ-01,Manual,HatchBack,462350,Hyundai,Grand i10
2017.0,61456,1,DIESEL,HR-87,Manual,Sedan,547000,Maruti,Ciaz
2022.0,9043,1,PETROL,MH-12,Manual,HatchBack,765000,Maruti,Swift
2021.0,59144,2,DIESEL,TS-07,Manual,Sedan,610000,Maruti,Ciaz
2014.0,92013,1,PETROL,TN-20,Manual,HatchBack,361000,Maruti,Wagon R
2017.0,55788,1,PETROL,MH-01,Manual,HatchBack,533000,Maruti,Baleno
2021.0,15957,1,PETROL,TN-11,Manual,HatchBack,837000,Tata,ALTROZ
2019.0,58339,1,CNG,DL-4C,Manual,HatchBack,499000,Hyundai,NEW SANTRO
2017.0,21572,1,PETROL,UP-78,Automatic,HatchBack,444000,Maruti,IGNIS
2019.0,31991,2,PETROL,KL-55,Manual,HatchBack,393000,Hyundai,NEW SANTRO
2018.0,79044,1,PETROL,GJ-27,Manual,HatchBack,575000,Maruti,Baleno
2017.0,84382,2,CNG,MH-12,Manual,HatchBack,397000,Maruti,Wagon R
2018.0,29767,1,PETROL,KA-02,Manual,HatchBack,714000,Maruti,Swift
2015.0,74219,3,PETROL,MH-12,Manual,HatchBack,421000,Hyundai,Grand i10
2020.0,53460,2,PETROL,KA-03,Automatic,Sedan,745000,Honda,City
2020.0,36821,1,PETROL,UP-32,Manual,HatchBack,681000,Maruti,Baleno
2017.0,8011,1,PETROL,DL-14,Manual,HatchBack,556000,Maruti,Baleno
2016.0,55353,2,PETROL,MH-46,Manual,Sedan,579000,Honda,City
2014.0,28779,1,PETROL,KA-03,Manual,HatchBack,462000,Hyundai,Grand i10
2020.0,13250,1,PETROL,HR-26,Manual,HatchBack,440000,Renault,Kwid
2013.0,106814,1,DIESEL,KA-51,Automatic,Sedan,536000,Maruti,Swift Dzire
2016.0,76712,1,PETROL,MH-14,Manual,Sedan,567000,Maruti,Ciaz
2018.0,100043,1,DIESEL,GJ-01,Automatic,SUV,1048000,Hyundai,Creta
2014.0,67879,1,PETROL,WB-08,Manual,HatchBack,313000,Hyundai,Grand i10
2021.0,96192,1,CNG,HR-12,Manual,HatchBack,609000,Hyundai,GRAND I10
2018.0,49360,1,PETROL,GJ-38,Automatic,SUV,842000,Ford,Ecosport
2019.0,88392,1,DIESEL,MP-04,Manual,Sedan,412600,Honda,Amaze
2022.0,12404,2,DIESEL,HR-06,Manual,SUV,1171000,KIA,SELTOS
2014.0,27939,1,PETROL,MH-02,Automatic,HatchBack,376000,Maruti,Celerio
2018.0,25434,2,PETROL,KA-41,Manual,SUV,1022000,Hyundai,Creta
2014.0,52927,1,PETROL,HR-26,Manual,Sedan,665000,Hyundai,Xcent
2017.0,79683,1,PETROL,KA-19,Manual,HatchBack,330000,Hyundai,Eon
2017.0,62475,1,PETROL,TS-07,Manual,Sedan,699000,Honda,City
2017.0,36023,1,PETROL,GJ-06,Automatic,Sedan,793000,Skoda,Rapid
2021.0,10179,1,PETROL,GJ-01,Manual,HatchBack,471000,Maruti,S PRESSO
2012.0,45386,1,PETROL,BR-09,Manual,HatchBack,313000,Maruti,Swift
2019.0,83508,2,DIESEL,WB-20,Manual,Lux_SUV,1198000,Mahindra,XUV500
2022.0,93309,1,PETROL,DL-11,Manual,Sedan,627000,Honda,Amaze
2015.0,89352,1,PETROL,HR-26,Manual,Sedan,406000,Maruti,Swift Dzire
2016.0,85435,1,PETROL,WB-06,Manual,HatchBack,368000,Hyundai,Grand i10
2019.0,39959,1,PETROL,HR-29,Manual,HatchBack,524000,Maruti,Baleno
2014.0,69716,2,PETROL,GJ-01,Manual,HatchBack,397000,Hyundai,i20
2018.0,56417,1,PETROL,GJ-01,Manual,HatchBack,695000,Hyundai,Elite i20
2017.0,45760,1,PETROL,WB-06,Manual,Sedan,439000,Toyota,Etios
2016.0,90084,2,CNG,GJ-05,Manual,HatchBack,382000,Tata,Other
2022.0,16752,1,CNG,KL-07,Manual,HatchBack,646000,Maruti,New Wagon-R
2021.0,20904,2,PETROL,HR-26,Manual,Sedan,556000,Maruti,Dzire
2021.0,25312,1,PETROL,GJ-03,Manual,HatchBack,403000,Renault,Kwid
2018.0,91441,1,DIESEL,TS-28,Manual,HatchBack,757000,Hyundai,Elite i20
2016.0,19397,1,PETROL,MH-46,Manual,HatchBack,496000,Hyundai,Grand i10
2014.0,6331,1,PETROL,DL-8C,Manual,HatchBack,402000,Maruti,Swift
2018.0,49155,1,PETROL,GJ-06,Manual,HatchBack,645000,Hyundai,Elite i20
2021.0,25263,1,DIESEL,KA-03,Automatic,SUV,1516000,KIA,SONET
2016.0,59397,1,PETROL,DL-8C,Manual,HatchBack,558000,Hyundai,Elite i20
2018.0,57036,1,PETROL,TN-58,Automatic,HatchBack,568000,Hyundai,Grand i10
2020.0,25023,1,PETROL,DL-9C,Manual,HatchBack,378000,Renault,Kwid
2018.0,37824,2,CNG,MH-01,Manual,HatchBack,416000,Maruti,Wagon R
2021.0,35887,1,PETROL,HR-98,Manual,HatchBack,525000,Maruti,New Wagon-R
2019.0,67492,1,PETROL,PB-27,Manual,HatchBack,500000,Maruti,New Wagon-R
2017.0,15295,1,DIESEL,TN-02,Manual,Sedan,773000,Maruti,Dzire
2018.0,40098,1,PETROL,MP-04,Automatic,HatchBack,600000,Maruti,Swift
2018.0,18925,3,PETROL,TN-06,Manual,HatchBack,336000,Renault,Kwid
2016.0,84566,1,PETROL,GJ-01,Manual,HatchBack,365000,Hyundai,i10
2015.0,51618,1,PETROL,KA-53,Manual,HatchBack,521000,Hyundai,Grand i10
2016.0,86978,1,DIESEL,GJ-01,Manual,HatchBack,400000,Hyundai,Grand i10
2019.0,9550,1,PETROL,DL-14,Manual,HatchBack,370000,Renault,Kwid
2018.0,21714,1,PETROL,GJ-05,Manual,HatchBack,316000,Datsun,Other
2013.0,35073,1,PETROL,MH-04,Manual,Sedan,451000,Honda,City
2022.0,19131,1,PETROL,GJ-01,Manual,SUV,1126000,Hyundai,Creta
2013.0,97818,1,PETROL,MH-14,Manual,HatchBack,275000,Nissan,Other
2019.0,64346,2,PETROL,KL-46,Manual,HatchBack,510000,Hyundai,Grand i10
2011.0,34622,1,PETROL,BR-01,Manual,HatchBack,176000,Maruti,Alto K10
2017.0,79478,1,PETROL,TN-19,Automatic,HatchBack,504000,Tata,Tiago
2019.0,58792,2,DIESEL,PB-10,Manual,SUV,808000,Maruti,Vitara Brezza
2016.0,70454,2,PETROL,HR-26,Manual,HatchBack,392000,Hyundai,Grand i10
2019.0,21786,2,PETROL,MP-04,Manual,HatchBack,539000,Hyundai,Elite i20
2010.0,42373,2,PETROL,DL-12,Manual,HatchBack,175000,Maruti,Alto K10
2018.0,38933,1,PETROL,UP-32,Manual,HatchBack,509000,Maruti,Celerio X
2013.0,72552,2,DIESEL,MH-03,Manual,Sedan,469000,Maruti,Swift Dzire
2018.0,35060,2,PETROL,HR-26,Manual,HatchBack,380000,Maruti,Wagon R
2012.0,61036,1,PETROL,KA-04,Manual,Sedan,493000,Maruti,Swift Dzire
2017.0,48474,2,CNG,MH-43,Manual,HatchBack,431000,Maruti,Celerio
2021.0,17039,2,PETROL,MH-12,Manual,HatchBack,758000,Maruti,Baleno
2020.0,33347,1,PETROL,GJ-01,Manual,SUV,454000,Maruti,Other
2014.0,54104,2,PETROL,DL-4C,Manual,HatchBack,333000,Honda,Brio
2017.0,51201,2,PETROL,CH-01,Manual,SUV,405000,Mahindra,Other
2017.0,37743,1,PETROL,MH-14,Manual,HatchBack,319000,Maruti,Alto 800
2014.0,24318,3,PETROL,MH-12,Manual,HatchBack,221800,Hyundai,Eon
2017.0,76529,2,PETROL,TN-14,Manual,HatchBack,538000,Maruti,Swift
2015.0,75442,2,PETROL,GJ-06,Manual,HatchBack,470000,Maruti,Swift
2019.0,48579,1,PETROL,MH-46,Manual,HatchBack,381000,Maruti,S PRESSO
2013.0,57779,1,PETROL,KA-41,Manual,HatchBack,446000,Maruti,Swift
2017.0,98652,2,PETROL,DL-13,Manual,Sedan,220000,Volkswagen,Ameo
2021.0,8434,1,PETROL,KA-02,Manual,HatchBack,786000,Renault,Kiger
2018.0,55467,2,PETROL,KA-20,Manual,HatchBack,478000,Hyundai,NEW SANTRO
2016.0,77338,1,DIESEL,KA-01,Manual,SUV,754000,Maruti,Vitara Brezza
2020.0,47338,2,DIESEL,MH-05,Manual,SUV,2047000,Toyota,Other
2016.0,49648,1,DIESEL,MH-48,Automatic,Lux_SUV,1017000,Mahindra,XUV500
2017.0,93866,2,DIESEL,MP-09,Manual,SUV,637000,Ford,Ecosport
2011.0,48487,1,PETROL,MH-12,Manual,HatchBack,186000,Maruti,Alto K10
2022.0,8671,1,PETROL,TN-67,Automatic,SUV,1237000,Tata,NEXON
2019.0,85358,1,DIESEL,TN-21,Automatic,SUV,865000,Maruti,Vitara Brezza
2014.0,37755,2,PETROL,MH-43,Manual,HatchBack,331000,Hyundai,Grand i10
2016.0,76275,1,PETROL,HR-06,Automatic,Sedan,694000,Honda,City
2015.0,58241,1,DIESEL,TS-07,Manual,HatchBack,581000,Maruti,Swift
2014.0,24324,1,PETROL,WB-24,Manual,HatchBack,298000,Maruti,Wagon R
2013.0,108467,1,CNG,MH-46,Manual,HatchBack,229000,Hyundai,Santro Xing
2021.0,6611,1,PETROL,MP-09,Automatic,HatchBack,725000,Hyundai,GRAND I10
2016.0,35851,1,PETROL,KA-42,Manual,HatchBack,392000,Hyundai,i10
2013.0,69952,2,PETROL,MH-01,Manual,Sedan,310000,Hyundai,Verna
2015.0,62554,1,PETROL,KA-50,Manual,HatchBack,294000,Maruti,Alto 800
2021.0,54826,1,CNG,DL-9C,Manual,HatchBack,534000,Hyundai,NEW SANTRO
2015.0,53484,1,PETROL,KA-02,Manual,HatchBack,340000,Maruti,Alto K10
2016.0,54745,1,CNG,MH-14,Manual,HatchBack,433000,Maruti,Wagon R
2017.0,17923,1,PETROL,DL-10,Manual,HatchBack,587000,Hyundai,Elite i20
2016.0,32996,2,PETROL,KA-03,Manual,HatchBack,568775,Maruti,Baleno
2018.0,88833,2,PETROL,HR-26,Manual,Sedan,334000,Honda,City
2017.0,71832,1,DIESEL,KA-25,Manual,SUV,748000,Honda,WR-V
2020.0,36340,1,PETROL,KA-36,Manual,HatchBack,430000,Maruti,S PRESSO
2014.0,66559,1,PETROL,GJ-27,Manual,HatchBack,341000,Maruti,Wagon R
2019.0,52720,1,PETROL,MH-47,Manual,HatchBack,642000,Maruti,Swift
2013.0,118604,1,DIESEL,UP-78,Manual,Sedan,426000,Honda,City
2019.0,30683,2,PETROL,TN-23,Manual,HatchBack,620000,Hyundai,Elite i20
2019.0,57850,1,CNG,MH-04,Manual,HatchBack,402000,Maruti,Alto
2021.0,41861,1,PETROL,GJ-01,Manual,HatchBack,524000,Maruti,IGNIS
2018.0,95774,1,PETROL,TS-13,Automatic,HatchBack,636000,Maruti,Swift
2014.0,52515,1,PETROL,DL-12,Manual,Sedan,377000,Maruti,Swift Dzire
2019.0,43803,1,PETROL,TS-08,Manual,HatchBack,682000,Hyundai,Elite i20
2018.0,56028,2,PETROL,TN-13,Manual,HatchBack,673000,Hyundai,Elite i20
2018.0,42368,2,PETROL,GJ-15,Manual,HatchBack,577000,Maruti,Baleno
2021.0,33090,1,PETROL,TS-04,Manual,SUV,1020000,Tata,NEXON
2016.0,65374,1,PETROL,MH-49,Manual,HatchBack,266000,Maruti,Alto 800
2020.0,35866,1,DIESEL,GJ-06,Automatic,SUV,1818000,Tata,Other
2017.0,50681,1,PETROL,TS-07,Manual,HatchBack,550000,Hyundai,Grand i10
2020.0,85312,1,CNG,UP-32,Manual,HatchBack,491000,Hyundai,NEW SANTRO
2019.0,15759,1,PETROL,DL-3C,Automatic,Sedan,830000,Maruti,Ciaz
2014.0,59352,1,PETROL,MH-02,Manual,HatchBack,416200,Hyundai,Elite i20
2010.0,31596,1,PETROL,WB-06,Manual,HatchBack,199000,Maruti,Wagon R
2014.0,62217,2,PETROL,MH-12,Manual,HatchBack,296000,Honda,Brio
2016.0,80318,2,PETROL,DL-3C,Manual,Sedan,314000,Maruti,Ciaz
2018.0,27243,1,PETROL,MH-15,Manual,HatchBack,348000,Hyundai,Eon
2019.0,72314,1,PETROL,TS-09,Automatic,HatchBack,345000,Datsun,Redi Go
2022.0,25298,1,PETROL,HR-36,Manual,HatchBack,885000,Maruti,Baleno
2016.0,34125,1,PETROL,MH-03,Automatic,Sedan,920000,Honda,City
2016.0,35847,1,PETROL,MH-48,Manual,HatchBack,264000,Maruti,Alto 800
2020.0,55130,1,PETROL,MH-47,Manual,SUV,878000,Maruti,Vitara Brezza
2017.0,33970,1,DIESEL,MH-12,Automatic,Sedan,797350,Volkswagen,Ameo
2012.0,83421,1,PETROL,DL-12,Manual,Sedan,282000,Maruti,Swift Dzire
2017.0,36888,2,PETROL,DL-12,Manual,Sedan,392000,Honda,City
2017.0,75817,1,PETROL,MH-46,Manual,HatchBack,228000,Datsun,Redi Go
2021.0,24479,2,PETROL,KA-28,Manual,HatchBack,811000,Tata,ALTROZ
2016.0,27547,1,PETROL,TS-07,Manual,HatchBack,528000,Hyundai,Grand i10
2013.0,117658,1,DIESEL,KA-51,Manual,Sedan,545000,Hyundai,Verna
2021.0,23725,1,PETROL,BR-01,Manual,HatchBack,521000,Renault,Kiger
2019.0,17394,2,PETROL,MH-01,Manual,HatchBack,510000,Hyundai,NEW SANTRO
2015.0,10056,2,PETROL,DL-8C,Manual,HatchBack,421000,Maruti,Swift
2018.0,43740,1,PETROL,HR-26,Manual,HatchBack,696000,Hyundai,Elite i20
2018.0,114715,1,CNG,GJ-18,Manual,Sedan,507000,Hyundai,Xcent
2022.0,84316,1,PETROL,DL-1C,Manual,Sedan,524000,Maruti,Dzire
2014.0,60541,2,PETROL,TN-14,Manual,HatchBack,335000,Hyundai,i10
2021.0,52691,1,PETROL,PB-02,Automatic,SUV,1017000,Toyota,Other
2016.0,32396,1,PETROL,HR-26,Manual,HatchBack,253000,Maruti,Alto 800
2018.0,27222,1,PETROL,GJ-01,Manual,HatchBack,421000,Hyundai,NEW SANTRO
2011.0,97383,1,PETROL,DL-1C,Manual,HatchBack,238000,Maruti,Swift
2018.0,79688,1,CNG,MH-14,Manual,HatchBack,479000,Tata,Tiago
2018.0,88880,1,DIESEL,TN-04,Manual,Sedan,558000,Maruti,Dzire
2013.0,82482,3,PETROL,KA-41,Manual,HatchBack,233000,Maruti,Alto K10
2012.0,72383,2,PETROL,GJ-01,Manual,HatchBack,362000,Maruti,Swift
2019.0,38673,1,CNG,MH-05,Manual,HatchBack,493000,Maruti,Celerio
2017.0,56416,1,PETROL,TS-07,Manual,HatchBack,645000,Hyundai,Elite i20
2018.0,68505,1,PETROL,BR-01,Manual,HatchBack,353000,Maruti,Wagon R
2018.0,27793,2,PETROL,MH-06,Manual,HatchBack,547000,Maruti,Swift
2013.0,83946,1,PETROL,KA-05,Manual,HatchBack,303000,Hyundai,i10
2014.0,32777,1,PETROL,PB-65,Automatic,HatchBack,382000,Maruti,Celerio
2019.0,4316,1,PETROL,WB-02,Manual,HatchBack,401000,Maruti,S PRESSO
2018.0,34840,1,PETROL,TS-07,Automatic,HatchBack,690000,Maruti,Swift
2018.0,45572,2,CNG,MH-12,Manual,HatchBack,451000,Maruti,Wagon R
2015.0,43336,1,PETROL,KA-01,Automatic,HatchBack,458000,Maruti,Celerio
2017.0,46387,1,PETROL,HR-10,Manual,HatchBack,442000,Maruti,Swift
